schema,campaign,cfg_id,part,tier,bbox_dx,bbox_dy,bbox_dz,diag,volume,surface_area,sa_over_v23,n_faces,n_sharp_edges,sharp_edge_len_total,curved_frac,kappa_max_h,kappa_mean_h,thin_min_over_diag,thin_p10_over_diag,min_feature_h,n_fix_faces,n_load_faces,fix_area_frac,load_area_frac,load_dir_x,load_dir_y,load_dir_z,fix_load_dist_over_diag,load_axis_alignment,poisson,case_poisson,case_n_fix_regions,case_n_load_regions,case_load_dir_x,case_load_dir_y,case_load_dir_z,case_traction_magnitude,h,h_rel,mesher,element_tendency,skin_layers,feature_refine,bc_grading,adapt_passes,eta_target,p_elevate,adapt_leb_waves,order,status,error,mesh_ms,solve_ms,n_dof,n_elems,n_nodes,geometry_fill_volume_err,geometry_volume_err,accuracy_metric,accuracy_rel_err,accuracy_score,accuracy_trusted,accuracy_truth,accuracy_value,answers_authored_area_checked,answers_authored_area_consistent,answers_authored_area_rel_diff,answers_dominant_load_axis,answers_load_area_rel_err,answers_load_area_status,answers_load_face_area,answers_mean_u_component,answers_mean_ux,answers_mean_uz,answers_mesh_selected_area,answers_n_load_faces,answers_n_probe_nodes,answers_n_quality_excluded,answers_sigma_box_max,answers_sigma_face_mean,answers_sigma_max,answers_sigma_p99,answers_strain_energy,answers_tip_deflection,answers_tip_deflection_max,geo_fidelity_available,geo_fidelity_chamfer_mean,geo_fidelity_dist_max,geo_fidelity_dist_p95,geo_fidelity_dist_p99,geo_fidelity_n_samples,geo_fidelity_normal_angle_p95_rad,geo_fidelity_rel_volume_err,health_authored_area_consistent,health_free_residual_rel,health_load_area_ok,health_load_area_rel_err,health_load_area_status,health_load_area_verified,health_n_bc_dofs,health_n_orphans,health_ok,health_reaction_sum_err,quality_M1max,quality_M2max,quality_M6,quality_score,scorecard_accuracy_rel_err,scorecard_chordal_efficiency_max,scorecard_edge_hausdorff_over_h,scorecard_health_ok,scorecard_min_element_quality,scorecard_n_dof,scorecard_normal_dev_deg_max,scorecard_solve_residual_rel
advisor-row-v3,advisor-batch-1-s3,cfg-075a869e,box_hole_s0_c0,0,0.8980958991575685,0.4374166322061162,0.04572139308702434,1.0,0.017701856357705967,0.9086824831445799,13.378259463885612,268,138,6.057792864308421,1.0,11.402688477893662,6.754908773094382,0.045718632656012725,0.04623031769959172,0.004229310239855076,2,2,0.022007523883237345,0.022007523883237345,1.0,0.0,0.0,0.8980929055145501,1.0,0.3,0.3,1,1,1.0,0.0,0.0,1000000.0,0.008016987948340219,0.11999999999999998,graded_tet,0.0,2,True,True,1,0.02,False,2,2,ok,,5984.838900000001,1323.6243,20250,4064,6750,0.011648332045533874,0.007320248638488641,scf,0.2842611198523734,0.19074129248394608,True,3.1236629429106566,2.235727016717513,,,,0,3.631495398407289e-11,,8.925720996324138e-05,3.195306455758756e-07,3.195306455758756e-07,-8.30793720570358e-08,,48,34,0,2235727.016717513,1089497.980750242,4.732786097414558e+19,1553271.254490089,1.4299115814537397e-05,3.307768593029192e-07,3.445385201448186e-07,True,0.00015717688781599924,0.022859199722002982,2.5965714113405177e-17,0.011411741111218676,3102,0.0,0.011648332045533233,,1.0648283653913255e-09,True,3.631495398407289e-11,,,336,0,True,1.845371582064341e-10,3.4009181851453853e-06,0.001527182739,0.10310358952514362,0.7420987643641975,0.2842611198523734,42.29014705158989,1.5947356769200536,True,0.10310358952514362,20250,28.244887069905275,1.0648283653913255e-09
advisor-row-v3,advisor-batch-1-s3,cfg-075a869e,box_hole_s0_c1,0,0.8980958991575685,0.4374166322061162,0.04572139308702434,1.0,0.017701856357705967,0.9086824831445799,13.378259463885612,268,138,6.057792864308421,1.0,11.402688477893662,6.754908773094382,0.045718632656012725,0.04623031769959172,0.004229310239855076,2,2,0.022007523883237345,0.022007523883237345,0.0,0.0,-1.0,0.8980929055145501,0.0,0.3,0.3,1,1,0.0,0.0,-1.0,100000.0,0.008016987948340219,0.11999999999999998,graded_tet,0.0,2,True,True,1,0.02,False,2,2,solve_suspect,,6359.0501,1347.4872,20304,4064,6768,0.011648332045533874,0.0042028301065655735,strain_energy,0.0014206301900729615,0.0,False,0.000194011752844811,0.00019373613389149068,,,,2,3.631495398407289e-11,,8.925720996324138e-05,-4.340920270997872e-05,-9.358089445426677e-08,-4.340920270997872e-05,,48,34,0,0.0,336254.90494280495,1.0391074826980666e+21,8866765.469307804,0.00019373613389149068,4.342788913350363e-05,4.352349335617012e-05,True,0.00015717688781599924,0.022859199722002982,2.5965714113405177e-17,0.011411741111218676,3102,0.0,0.011648332045533233,,1.8765960545513217e-06,True,3.631495398407289e-11,,,345,0,False,9.223673962988133e-08,3.4009181851453853e-06,0.001527182739,0.10250848047070686,0.7420035469154876,0.0014206301900729615,42.29014705158989,1.5947356769200536,False,0.10250848047070686,20304,28.244887069905275,1.8765960545513217e-06
advisor-row-v3,advisor-batch-1-s3,cfg-075a869e,box_hole_s0_c2,0,0.8980958991575685,0.4374166322061162,0.04572139308702434,1.0,0.017701856357705967,0.9086824831445799,13.378259463885612,268,138,6.057792864308421,1.0,11.402688477893662,6.754908773094382,0.045718632656012725,0.04623031769959172,0.004229310239855076,2,2,0.022007523883237345,0.022007523883237345,0.704036160395218,-0.34054099074931715,-0.6231893119072505,0.8980929055145501,0.704036160395218,0.3,0.3,1,1,0.704036160395218,-0.34054099074931715,-0.6231893119072505,200000.0000297661,0.008016987948340219,0.11999999999999998,graded_tet,0.0,2,True,True,1,0.02,False,2,2,solve_suspect,,9489.2826,1256.1134,20304,4064,6768,0.011648332045533874,0.0042028301065655735,strain_energy,0.0008441035618337771,0.0,False,0.000302836489702547,0.00030258086434293587,,,,0,3.631495398407289e-11,,8.925720996324138e-05,-6.595176546044494e-08,-6.595176546044494e-08,-5.4116903582015296e-05,,48,34,0,0.0,460212.95253811206,1.2951792442413348e+21,11241094.1674645,0.00030258086434293587,5.4141754011409606e-05,5.426421598781452e-05,True,0.00015717688781599924,0.022859199722002982,2.5965714113405177e-17,0.011411741111218676,3102,0.0,0.011648332045533233,,1.0368930312776824e-06,True,3.631495398407289e-11,,,345,0,False,5.7516606961767224e-08,3.4009181851453853e-06,0.001527182739,0.10250848047070686,0.7420035469154876,0.0008441035618337771,42.29014705158989,1.5947356769200536,False,0.10250848047070686,20304,28.244887069905275,1.0368930312776824e-06
advisor-row-v3,advisor-batch-1-s3,cfg-075a869e,box_hole_s1_c0,0,0.8791051596126338,0.4750428772523057,0.03883790821216626,1.0,0.01595370042105751,0.9381373408631596,14.803308874202525,268,138,6.157611462433722,1.0,10.606984626146827,6.4673115303731,0.03883659973506475,0.03915635026865412,0.004648295747612357,2,2,0.019665477471112084,0.019665477471112084,1.0,0.0,0.0,0.8791036944398095,1.0,0.3,0.3,1,1,1.0,0.0,0.0,1000000.0,0.016380320195532903,0.12,graded_tet,0.0,2,True,True,1,0.02,False,2,2,ok,,6379.79,1309.8702,20898,4217,6966,0.015188405602030788,0.010447296001501129,scf,0.3015192956596314,0.12986289815214574,True,3.127258581161235,2.184329776423961,,,,0,7.774606222593627e-11,,0.00034375830537327414,6.469333660246904e-07,6.469333660246904e-07,1.203599036783333e-07,,44,32,0,2184329.776423961,1211235.15518568,4.05463135031883e+33,1568453.2019151936,0.00011115559067085809,6.587472117592327e-07,6.859193203566935e-07,True,0.00018056340927625767,0.026644780868827263,2.5416696942711326e-17,0.012945481013114062,3090,0.0,0.015188405602025612,,5.00794354657547e-10,True,7.774606222593627e-11,,,321,0,True,1.6558198226742303e-10,6.166300789731485e-06,0.002650639051,0.08460693398320435,0.7563556548755358,0.3015192956596314,38.24471274709929,1.60267259424991,True,0.08460693398320435,20898,29.631432915294596,5.00794354657547e-10
advisor-row-v3,advisor-batch-1-s3,cfg-075a869e,box_hole_s1_c1,0,0.8791051596126338,0.4750428772523057,0.03883790821216626,1.0,0.01595370042105751,0.9381373408631596,14.803308874202525,268,138,6.157611462433722,1.0,10.606984626146827,6.4673115303731,0.03883659973506475,0.03915635026865412,0.004648295747612357,2,2,0.019665477471112084,0.019665477471112084,0.0,0.0,-1.0,0.8791036944398095,0.0,0.3,0.3,1,1,0.0,0.0,-1.0,100000.0,0.016380320195532903,0.12,graded_tet,0.0,2,True,True,1,0.02,False,2,2,solve_suspect,,6035.4375,1203.0221000000001,20877,4217,6959,0.015188405602030788,0.00921188802305723,strain_energy,0.10996960012740258,0.0,False,0.00198080146253502,0.0017629735177682698,,,,2,7.774606222593627e-11,,0.00034375830537327414,-0.00010256020894303419,-1.5165273703466754e-07,-0.00010256020894303419,,44,32,0,0.0,419813.02402982506,9.63621879757521e+34,9657782.382781737,0.0017629735177682698,0.00010259696513676371,0.00010287842467253486,True,0.00018056340927625767,0.026644780868827263,2.5416696942711326e-17,0.012945481013114062,3090,0.0,0.015188405602025612,,1.559695122156298e-06,True,7.774606222593627e-11,,,321,0,False,1.2790539095864748e-07,6.166300789731485e-06,0.002650639051,0.09080436858395953,0.7573472444116567,0.10996960012740258,38.24471274709929,1.60267259424991,False,0.09080436858395953,20877,29.631432915294596,1.559695122156298e-06
advisor-row-v3,advisor-batch-1-s3,cfg-075a869e,box_hole_s1_c2,0,0.8791051596126338,0.4750428772523057,0.03883790821216626,1.0,0.01595370042105751,0.9381373408631596,14.803308874202525,268,138,6.157611462433722,1.0,10.606984626146827,6.4673115303731,0.03883659973506475,0.03915635026865412,0.004648295747612357,2,2,0.019665477471112084,0.019665477471112084,0.41670343493962303,-0.7518064915714869,-0.5110237240485916,0.8791036944398095,0.41670343493962303,0.3,0.3,1,1,0.41670343493962303,-0.7518064915714869,-0.5110237240485916,199999.99998098263,0.016380320195532903,0.12,graded_tet,0.0,2,True,True,1,0.02,False,2,2,ok,,6146.4686,1279.6011,20874,4217,6958,0.015188405602030788,0.009215164452263395,strain_energy,0.10460823867846844,0.16050303103638908,True,0.00210743354733551,0.0018869786358168255,,,,1,7.774606222593627e-11,,0.00034375830537327414,-1.5473413163481866e-06,-9.541922911810585e-08,-0.00010506471679665512,,44,32,0,0.0,544937.2686938366,9.886215058130154e+34,9879849.530258287,0.0018869786358168255,0.00010511410768557271,0.00010540028254248992,True,0.00018056340927625767,0.026644780868827263,2.5416696942711326e-17,0.012945481013114062,3090,0.0,0.015188405602025612,,8.444848130390376e-07,True,7.774606222593627e-11,,,321,0,True,6.56502341017695e-08,6.166300789731485e-06,0.002650639051,0.08460746232721628,0.7563557394105778,0.10460823867846844,38.24471274709929,1.60267259424991,True,0.08460746232721628,20874,29.631432915294596,8.444848130390376e-07
advisor-row-v3,advisor-batch-1-s3,cfg-075a869e,box_hole_s2_c0,0,0.8907942166102808,0.45214769468715327,0.04525622435387997,1.0,0.018011099022813976,0.9286241775330316,13.51491060625097,268,138,6.043248265316228,1.0,11.228463959195588,6.775163440506255,0.045255594876269636,0.04574496717127267,0.003892582860771753,2,2,0.022034850269686615,0.022034850269686615,1.0,0.0,0.0,0.8907934067980928,1.0,0.3,0.3,1,1,1.0,0.0,0.0,1000000.0,0.029636501346471934,0.12,graded_tet,0.0,2,True,True,1,0.02,False,2,2,mesh_fail,"adaptive SolveJob failed: solve failed: feature unresolved at h=0.0296365 m: CAD face 6 has no aligned delivered boundary patch within 0.00889095 m (sampled CAD-to-mesh max distance 0.00335303 m); mesh/BRep volume relative error is 0.01203. This Cartesian grid fill supports one local h/2 level, so a hole/void smaller than that level can disappear; reduce -h to <= 0.0177819 m or raise --max-elems/--max-dof",0.0,0.0,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advisor-row-v3,advisor-batch-1-s3,cfg-075a869e,box_hole_s2_c1,0,0.8907942166102808,0.45214769468715327,0.04525622435387997,1.0,0.018011099022813976,0.9286241775330316,13.51491060625097,268,138,6.043248265316228,1.0,11.228463959195588,6.775163440506255,0.045255594876269636,0.04574496717127267,0.003892582860771753,2,2,0.022034850269686615,0.022034850269686615,0.0,0.0,-1.0,0.8907934067980928,0.0,0.3,0.3,1,1,0.0,0.0,-1.0,100000.0,0.029636501346471934,0.12,graded_tet,0.0,2,True,True,1,0.02,False,2,2,mesh_fail,"adaptive SolveJob failed: solve failed: feature unresolved at h=0.0296365 m: CAD face 6 has no aligned delivered boundary patch within 0.00889095 m (sampled CAD-to-mesh max distance 0.00335303 m); mesh/BRep volume relative error is 0.01203. This Cartesian grid fill supports one local h/2 level, so a hole/void smaller than that level can disappear; reduce -h to <= 0.0177819 m or raise --max-elems/--max-dof",0.0,0.0,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advisor-row-v3,advisor-batch-1-s3,cfg-075a869e,box_hole_s2_c2,0,0.8907942166102808,0.45214769468715327,0.04525622435387997,1.0,0.018011099022813976,0.9286241775330316,13.51491060625097,268,138,6.043248265316228,1.0,11.228463959195588,6.775163440506255,0.045255594876269636,0.04574496717127267,0.003892582860771753,2,2,0.022034850269686615,0.022034850269686615,0.6732955029191131,0.3406906793590709,-0.6562034949211665,0.8907934067980928,0.6732955029191131,0.3,0.3,1,1,0.6732955029191131,0.3406906793590709,-0.6562034949211665,200000.00002402716,0.029636501346471934,0.12,graded_tet,0.0,2,True,True,1,0.02,False,2,2,mesh_fail,"adaptive SolveJob failed: solve failed: feature unresolved at h=0.0296365 m: CAD face 6 has no aligned delivered boundary patch within 0.00889095 m (sampled CAD-to-mesh max distance 0.00335303 m); mesh/BRep volume relative error is 0.01203. This Cartesian grid fill supports one local h/2 level, so a hole/void smaller than that level can disappear; reduce -h to <= 0.0177819 m or raise --max-elems/--max-dof",0.0,0.0,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advisor-row-v3,advisor-batch-1-s3,cfg-075a869e,box_hole_s3_c0,0,0.8824675223862585,0.4679165952910517,0.04801178797637705,1.0,0.019584674579309617,0.9575459686507143,13.178987895136434,268,138,6.095249449190922,1.0,11.888144449706425,6.734831060715822,0.04801153927911208,0.0482856898679209,0.003981519048034008,2,2,0.0234612994814255,0.0234612994814255,1.0,0.0,0.0,0.8824670579299123,1.0,0.3,0.3,1,1,1.0,0.0,0.0,1000000.0,0.051673316970004865,0.12,graded_tet,0.0,2,True,True,1,0.02,False,2,2,mesh_fail,"adaptive SolveJob failed: solve failed: feature unresolved at h=0.0516733 m: CAD face 6 has no aligned delivered boundary patch within 0.015502 m (sampled CAD-to-mesh max distance 0.00516855 m); mesh/BRep volume relative error is 0.01228. This Cartesian grid fill supports one local h/2 level, so a hole/void smaller than that level can disappear; reduce -h to <= 0.031004 m or raise --max-elems/--max-dof",0.0,0.0,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
